loan_id,business_age_years,sector,num_employees,annual_revenue_usd,loan_amount_usd,loan_term_months,interest_rate_pct,credit_score,debt_to_income_ratio,loan_purpose,state,default_flag,default_probability,decision,underwriter_brief
L00211,13,Construction,252,2652815.74,353643.87,36,5.16,633,0.433,Working Capital,CA,0,0.3469,Approve,"RISK SUMMARY: Approve at 34.7% default probability. Interest rate (5.16%) is elevated, which often coincides with weaker borrower quality.

KEY SIGNALS:
- Interest rate (5.16%) is elevated, which often coincides with weaker borrower quality.
- Credit score (633) is below the stronger-performing borrower range.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00212,7,Construction,253,4645598.41,417718.07,48,15.31,551,0.299,Expansion,WA,0,0.6618,Decline,"RISK SUMMARY: Decline at 66.2% default probability. Low credit score (551) materially increases default risk.

KEY SIGNALS:
- Low credit score (551) materially increases default risk.
- Business operating history (7 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00213,2,Agriculture,317,1365787.39,29920.04,12,15.77,559,0.62,Refinancing,TX,1,0.9132,Decline,"RISK SUMMARY: Decline at 91.3% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Low credit score (559) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00214,4,Construction,120,2681722.2,102835.6,60,13.37,611,0.407,Refinancing,GA,0,0.4306,Review,"RISK SUMMARY: Review at 43.1% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Credit score (611) is below the stronger-performing borrower range.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00215,25,Construction,297,1821918.66,234773.09,48,16.42,605,0.536,Refinancing,GA,0,0.2316,Approve,"RISK SUMMARY: Approve at 23.2% default probability. Credit score (605) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (605) is below the stronger-performing borrower range.
- Debt-to-income ratio (0.54) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00216,22,Manufacturing,275,4992246.18,227075.96,36,16.68,686,0.565,Expansion,GA,0,0.1876,Approve,"RISK SUMMARY: Approve at 18.8% default probability. Debt-to-income ratio (0.56) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.56) is high relative to the training portfolio.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00217,11,Healthcare,125,2837566.28,114824.79,60,17.0,650,0.298,Expansion,OH,0,0.2881,Approve,"RISK SUMMARY: Approve at 28.8% default probability. State cohort (OH) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (OH) has a weaker repayment pattern in the training data.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00218,1,Construction,19,4915634.53,301923.79,60,6.32,674,0.104,Equipment,FL,1,0.2388,Approve,"RISK SUMMARY: Approve at 23.9% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Interest rate (6.32%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00219,11,Retail,397,4118602.62,347962.4,36,16.91,781,0.406,Refinancing,NY,1,0.496,Review,"RISK SUMMARY: Review at 49.6% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00220,15,Technology,81,735120.56,189870.62,60,7.87,651,0.546,Working Capital,PA,0,0.319,Approve,"RISK SUMMARY: Approve at 31.9% default probability. Debt-to-income ratio (0.55) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.55) is high relative to the training portfolio.
- State cohort (PA) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00221,7,Construction,41,3631723.61,398523.06,24,11.09,568,0.427,Real Estate,CA,0,0.7733,Decline,"RISK SUMMARY: Decline at 77.3% default probability. Low credit score (568) materially increases default risk.

KEY SIGNALS:
- Low credit score (568) materially increases default risk.
- Business operating history (7 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00222,19,Hospitality,42,3911603.44,461717.03,36,9.2,742,0.329,Working Capital,FL,0,0.1068,Approve,"RISK SUMMARY: Approve at 10.7% default probability. Requested loan amount ($461,717) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($461,717) is large for this portfolio.
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00223,20,Retail,326,3898222.16,197418.61,36,11.58,683,0.397,Equipment,WA,0,0.3365,Approve,"RISK SUMMARY: Approve at 33.6% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Employee count (326) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00224,8,Manufacturing,27,3384494.45,498709.98,48,14.66,778,0.15,Expansion,IL,0,0.1379,Approve,"RISK SUMMARY: Approve at 13.8% default probability. Requested loan amount ($498,710) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($498,710) is large for this portfolio.
- Business operating history (8 years) is limited.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00225,5,Manufacturing,174,458598.31,290005.89,12,11.9,654,0.147,Refinancing,GA,0,0.5013,Review,"RISK SUMMARY: Review at 50.1% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00226,5,Agriculture,71,2430566.38,107073.18,48,13.31,620,0.409,Refinancing,FL,0,0.4303,Review,"RISK SUMMARY: Review at 43.0% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Credit score (620) is below the stronger-performing borrower range.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00227,9,Agriculture,222,1650887.62,462827.66,12,6.02,731,0.333,Real Estate,FL,0,0.6611,Decline,"RISK SUMMARY: Decline at 66.1% default probability. Requested loan amount ($462,828) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($462,828) is large for this portfolio.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00228,20,Construction,14,3859922.4,92935.08,36,12.82,746,0.443,Expansion,CA,0,0.0835,Approve,"RISK SUMMARY: Approve at 8.3% default probability. Loan purpose (Expansion) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Expansion) has performed worse than the portfolio average.
- Debt-to-income ratio (0.44) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00229,8,Manufacturing,352,1900412.91,381289.55,12,6.02,547,0.234,Refinancing,NY,0,0.8665,Decline,"RISK SUMMARY: Decline at 86.6% default probability. Low credit score (547) materially increases default risk.

KEY SIGNALS:
- Low credit score (547) materially increases default risk.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00230,10,Retail,177,3484286.36,64526.22,48,10.86,689,0.215,Refinancing,FL,0,0.2348,Approve,"RISK SUMMARY: Approve at 23.5% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Business operating history (10 years) is limited.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00231,17,Agriculture,134,2766560.27,315290.58,24,13.88,529,0.307,Refinancing,CA,0,0.5316,Review,"RISK SUMMARY: Review at 53.2% default probability. Low credit score (529) materially increases default risk.

KEY SIGNALS:
- Low credit score (529) materially increases default risk.
- Loan term (24 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00232,2,Technology,104,3956483.05,312802.74,12,10.78,524,0.137,Real Estate,WA,1,0.888,Decline,"RISK SUMMARY: Decline at 88.8% default probability. Low credit score (524) materially increases default risk.

KEY SIGNALS:
- Low credit score (524) materially increases default risk.
- Business operating history (2 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00233,4,Retail,151,4343681.69,328211.46,24,17.73,780,0.637,Working Capital,WA,0,0.4354,Review,"RISK SUMMARY: Review at 43.5% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Debt-to-income ratio (0.64) is high relative to the training portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00234,20,Healthcare,47,972766.07,255318.9,48,12.07,531,0.122,Refinancing,IL,0,0.2605,Approve,"RISK SUMMARY: Approve at 26.1% default probability. Low credit score (531) materially increases default risk.

KEY SIGNALS:
- Low credit score (531) materially increases default risk.
- Annual revenue ($972,766) is low relative to requested credit.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00235,13,Construction,82,140942.52,345312.56,36,12.94,640,0.648,Refinancing,IL,0,0.5573,Review,"RISK SUMMARY: Review at 55.7% default probability. Debt-to-income ratio (0.65) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.65) is high relative to the training portfolio.
- Credit score (640) is below the stronger-performing borrower range.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00236,21,Technology,451,1966494.42,499976.38,12,17.25,663,0.224,Real Estate,GA,0,0.5246,Review,"RISK SUMMARY: Review at 52.5% default probability. Requested loan amount ($499,976) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($499,976) is large for this portfolio.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00237,3,Construction,197,2627553.33,342217.5,24,10.13,598,0.335,Real Estate,PA,0,0.8459,Decline,"RISK SUMMARY: Decline at 84.6% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Low credit score (598) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00238,18,Manufacturing,107,3279739.6,294705.04,24,16.14,678,0.479,Refinancing,NY,0,0.3186,Approve,"RISK SUMMARY: Approve at 31.9% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Debt-to-income ratio (0.48) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00239,25,Manufacturing,337,4668498.23,459384.94,36,5.42,792,0.622,Working Capital,NY,0,0.1398,Approve,"RISK SUMMARY: Approve at 14.0% default probability. Debt-to-income ratio (0.62) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.62) is high relative to the training portfolio.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00240,5,Construction,17,3838903.31,441264.63,48,17.48,675,0.344,Real Estate,NY,0,0.566,Review,"RISK SUMMARY: Review at 56.6% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- State cohort (NY) has a weaker repayment pattern in the training data.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00241,4,Manufacturing,96,179681.2,493118.24,60,8.1,638,0.428,Equipment,CA,0,0.6088,Review,"RISK SUMMARY: Review at 60.9% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- Requested loan amount ($493,118) is large for this portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00242,23,Agriculture,246,713728.81,424607.74,48,14.11,711,0.201,Expansion,OH,0,0.2023,Approve,"RISK SUMMARY: Approve at 20.2% default probability. Requested loan amount ($424,608) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($424,608) is large for this portfolio.
- State cohort (OH) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00243,6,Manufacturing,117,209536.29,384624.04,12,16.99,731,0.222,Equipment,FL,1,0.2631,Approve,"RISK SUMMARY: Approve at 26.3% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00244,15,Agriculture,317,2475217.35,169198.86,48,16.48,738,0.323,Working Capital,PA,0,0.0903,Approve,"RISK SUMMARY: Approve at 9.0% default probability. State cohort (PA) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (PA) has a weaker repayment pattern in the training data.
- Employee count (317) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00245,13,Construction,162,2001046.01,470178.18,60,12.52,788,0.453,Working Capital,NC,1,0.0253,Approve,"RISK SUMMARY: Approve at 2.5% default probability. Requested loan amount ($470,178) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($470,178) is large for this portfolio.
- Debt-to-income ratio (0.45) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00246,15,Agriculture,451,259958.78,497959.82,60,11.76,540,0.407,Refinancing,CA,0,0.7186,Decline,"RISK SUMMARY: Decline at 71.9% default probability. Low credit score (540) materially increases default risk.

KEY SIGNALS:
- Low credit score (540) materially increases default risk.
- Requested loan amount ($497,960) is large for this portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00247,15,Hospitality,454,1557543.03,415534.29,48,6.75,670,0.437,Working Capital,NC,0,0.1886,Approve,"RISK SUMMARY: Approve at 18.9% default probability. Requested loan amount ($415,534) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($415,534) is large for this portfolio.
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00248,15,Agriculture,332,2285905.53,364096.93,12,6.93,799,0.174,Expansion,WA,0,0.3234,Approve,"RISK SUMMARY: Approve at 32.3% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00249,6,Hospitality,304,4488256.66,448939.5,48,5.72,685,0.48,Equipment,TX,1,0.8229,Decline,"RISK SUMMARY: Decline at 82.3% default probability. Business operating history (6 years) is limited.

KEY SIGNALS:
- Business operating history (6 years) is limited.
- Requested loan amount ($448,940) is large for this portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00250,23,Hospitality,326,1846569.78,266670.48,48,14.31,781,0.437,Equipment,GA,0,0.1433,Approve,"RISK SUMMARY: Approve at 14.3% default probability. Sector exposure (Hospitality) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.
- Debt-to-income ratio (0.44) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00251,2,Agriculture,89,4565651.26,287090.87,24,6.69,594,0.198,Working Capital,GA,1,0.5431,Review,"RISK SUMMARY: Review at 54.3% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Low credit score (594) materially increases default risk.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00252,10,Technology,375,3854720.59,228666.53,24,6.09,587,0.628,Working Capital,PA,1,0.7919,Decline,"RISK SUMMARY: Decline at 79.2% default probability. Debt-to-income ratio (0.63) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.63) is high relative to the training portfolio.
- Low credit score (587) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00253,25,Technology,8,2320281.16,429151.42,60,15.4,772,0.231,Refinancing,OH,0,0.0651,Approve,"RISK SUMMARY: Approve at 6.5% default probability. Requested loan amount ($429,151) is large for this portfolio.

KEY SIGNALS:
- Requested loan amount ($429,151) is large for this portfolio.
- State cohort (OH) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00254,15,Retail,309,3020505.42,129909.45,60,8.25,626,0.127,Equipment,CA,0,0.2735,Approve,"RISK SUMMARY: Approve at 27.3% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Credit score (626) is below the stronger-performing borrower range.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00255,2,Manufacturing,439,210538.85,293265.43,60,8.53,564,0.127,Expansion,NY,1,0.7917,Decline,"RISK SUMMARY: Decline at 79.2% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Low credit score (564) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00256,6,Construction,147,3074894.29,348841.67,60,12.23,610,0.631,Refinancing,WA,0,0.6721,Decline,"RISK SUMMARY: Decline at 67.2% default probability. Debt-to-income ratio (0.63) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.63) is high relative to the training portfolio.
- Business operating history (6 years) is limited.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00257,3,Agriculture,155,1647968.16,449789.59,12,14.74,553,0.261,Equipment,TX,0,0.8832,Decline,"RISK SUMMARY: Decline at 88.3% default probability. Business operating history (3 years) is limited.

KEY SIGNALS:
- Business operating history (3 years) is limited.
- Low credit score (553) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00258,9,Technology,271,2098101.65,112824.23,24,12.76,575,0.414,Refinancing,TX,0,0.784,Decline,"RISK SUMMARY: Decline at 78.4% default probability. Low credit score (575) materially increases default risk.

KEY SIGNALS:
- Low credit score (575) materially increases default risk.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00259,23,Healthcare,480,3951514.98,356334.76,48,12.72,682,0.243,Refinancing,PA,0,0.2129,Approve,"RISK SUMMARY: Approve at 21.3% default probability. Employee count (480) is smaller than stronger-performing cohorts.

KEY SIGNALS:
- Employee count (480) is smaller than stronger-performing cohorts.
- State cohort (PA) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00260,5,Healthcare,290,2507164.78,367300.52,48,11.15,612,0.586,Equipment,IL,0,0.7811,Decline,"RISK SUMMARY: Decline at 78.1% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Debt-to-income ratio (0.59) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00261,1,Retail,14,2351183.89,400398.95,24,15.29,732,0.328,Real Estate,WA,1,0.7393,Decline,"RISK SUMMARY: Decline at 73.9% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00262,18,Agriculture,328,1101072.77,323902.97,36,7.93,554,0.269,Refinancing,NC,0,0.272,Approve,"RISK SUMMARY: Approve at 27.2% default probability. Low credit score (554) materially increases default risk.

KEY SIGNALS:
- Low credit score (554) materially increases default risk.
- Interest rate (7.93%) is elevated, which often coincides with weaker borrower quality.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00263,1,Retail,353,1699750.31,204064.17,60,12.82,534,0.558,Equipment,WA,1,0.9101,Decline,"RISK SUMMARY: Decline at 91.0% default probability. Business operating history (1 years) is limited.

KEY SIGNALS:
- Business operating history (1 years) is limited.
- Low credit score (534) materially increases default risk.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00264,11,Construction,247,4585007.11,400654.65,24,11.0,755,0.591,Refinancing,WA,0,0.4633,Review,"RISK SUMMARY: Review at 46.3% default probability. Debt-to-income ratio (0.59) is high relative to the training portfolio.

KEY SIGNALS:
- Debt-to-income ratio (0.59) is high relative to the training portfolio.
- Requested loan amount ($400,655) is large for this portfolio.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00265,14,Construction,30,4183773.39,156678.44,36,11.99,529,0.215,Real Estate,WA,1,0.4358,Review,"RISK SUMMARY: Review at 43.6% default probability. Low credit score (529) materially increases default risk.

KEY SIGNALS:
- Low credit score (529) materially increases default risk.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00266,5,Technology,432,204307.17,491973.2,60,15.87,719,0.203,Working Capital,IL,0,0.2837,Approve,"RISK SUMMARY: Approve at 28.4% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Requested loan amount ($491,973) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00267,11,Construction,18,1393912.21,52530.91,24,9.52,674,0.219,Real Estate,NY,1,0.4089,Review,"RISK SUMMARY: Review at 40.9% default probability. State cohort (NY) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (NY) has a weaker repayment pattern in the training data.
- Loan purpose (Real Estate) has performed worse than the portfolio average.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00268,2,Agriculture,105,4571101.54,227449.31,12,15.29,776,0.185,Real Estate,OH,1,0.453,Review,"RISK SUMMARY: Review at 45.3% default probability. Business operating history (2 years) is limited.

KEY SIGNALS:
- Business operating history (2 years) is limited.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00269,24,Agriculture,270,1586275.61,170395.6,12,15.6,784,0.472,Equipment,FL,0,0.0968,Approve,"RISK SUMMARY: Approve at 9.7% default probability. Loan term (12 months) is longer than the lower-risk cohort.

KEY SIGNALS:
- Loan term (12 months) is longer than the lower-risk cohort.
- Debt-to-income ratio (0.47) is high relative to the training portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00270,15,Hospitality,367,4330810.5,66759.63,36,17.09,564,0.283,Working Capital,TX,0,0.3306,Approve,"RISK SUMMARY: Approve at 33.1% default probability. Low credit score (564) materially increases default risk.

KEY SIGNALS:
- Low credit score (564) materially increases default risk.
- State cohort (TX) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00271,22,Construction,161,161277.29,381661.97,24,8.83,618,0.258,Refinancing,WA,0,0.3442,Approve,"RISK SUMMARY: Approve at 34.4% default probability. Credit score (618) is below the stronger-performing borrower range.

KEY SIGNALS:
- Credit score (618) is below the stronger-performing borrower range.
- Requested loan amount ($381,662) is large for this portfolio.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00272,22,Retail,141,789137.58,144082.07,12,17.44,783,0.156,Refinancing,WA,0,0.0983,Approve,"RISK SUMMARY: Approve at 9.8% default probability. Sector exposure (Retail) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Retail) has historically produced higher defaults in this sample.
- Loan term (12 months) is longer than the lower-risk cohort.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00273,9,Manufacturing,484,3536550.8,148801.17,24,6.81,679,0.437,Real Estate,NC,0,0.2977,Approve,"RISK SUMMARY: Approve at 29.8% default probability. Loan purpose (Real Estate) has performed worse than the portfolio average.

KEY SIGNALS:
- Loan purpose (Real Estate) has performed worse than the portfolio average.
- Business operating history (9 years) is limited.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00274,5,Retail,243,4521297.42,34723.45,48,5.23,738,0.316,Refinancing,PA,0,0.49,Review,"RISK SUMMARY: Review at 49.0% default probability. Business operating history (5 years) is limited.

KEY SIGNALS:
- Business operating history (5 years) is limited.
- Sector exposure (Retail) has historically produced higher defaults in this sample.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00275,23,Construction,230,3100760.92,163095.92,24,14.12,793,0.143,Expansion,PA,0,0.0569,Approve,"RISK SUMMARY: Approve at 5.7% default probability. State cohort (PA) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (PA) has a weaker repayment pattern in the training data.
- Loan purpose (Expansion) has performed worse than the portfolio average.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00276,23,Hospitality,51,2305141.65,345394.21,48,10.85,634,0.179,Refinancing,IL,0,0.1981,Approve,"RISK SUMMARY: Approve at 19.8% default probability. Sector exposure (Hospitality) has historically produced higher defaults in this sample.

KEY SIGNALS:
- Sector exposure (Hospitality) has historically produced higher defaults in this sample.
- Credit score (634) is below the stronger-performing borrower range.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00277,13,Manufacturing,360,4590458.89,171860.7,36,10.62,535,0.136,Working Capital,WA,0,0.2228,Approve,"RISK SUMMARY: Approve at 22.3% default probability. Low credit score (535) materially increases default risk.

KEY SIGNALS:
- Low credit score (535) materially increases default risk.
- Employee count (360) is smaller than stronger-performing cohorts.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00278,6,Technology,395,1775646.44,291592.35,60,5.89,574,0.279,Working Capital,IL,0,0.5672,Review,"RISK SUMMARY: Review at 56.7% default probability. Low credit score (574) materially increases default risk.

KEY SIGNALS:
- Low credit score (574) materially increases default risk.
- Business operating history (6 years) is limited.

ANALYST ACTION: Route to analyst review with refreshed cash-flow documents and recent bank statements."
L00279,13,Healthcare,213,1230947.69,129408.62,24,17.65,716,0.136,Equipment,PA,0,0.1839,Approve,"RISK SUMMARY: Approve at 18.4% default probability. State cohort (PA) has a weaker repayment pattern in the training data.

KEY SIGNALS:
- State cohort (PA) has a weaker repayment pattern in the training data.
- Loan term (24 months) is longer than the lower-risk cohort.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
L00280,14,Healthcare,405,1743894.13,350125.25,24,13.45,559,0.507,Refinancing,OH,1,0.8249,Decline,"RISK SUMMARY: Decline at 82.5% default probability. Low credit score (559) materially increases default risk.

KEY SIGNALS:
- Low credit score (559) materially increases default risk.
- Debt-to-income ratio (0.51) is high relative to the training portfolio.

ANALYST ACTION: Escalate for senior underwriter review and verify bank statements before issuing a final decline."
L00281,4,Healthcare,307,2341396.75,281992.97,48,6.88,727,0.138,Working Capital,PA,0,0.2721,Approve,"RISK SUMMARY: Approve at 27.2% default probability. Business operating history (4 years) is limited.

KEY SIGNALS:
- Business operating history (4 years) is limited.
- State cohort (PA) has a weaker repayment pattern in the training data.

ANALYST ACTION: Proceed with standard underwriting checks and confirm no new adverse information is present."
